Area Name,Area ID,Year,Age Group,Male,Hispanic Total,Hispanic Male,Hispanic Female,Hispanic White Total,Hispanic White Male,Hispanic White Female,Hispanic Black Total,Hispanic Black Male,Hispanic Black Female,Hispanic AIAN Total,Hispanic AIAN Male,Hispanic AIAN Female,Hispanic Asian Total,Hispanic Asian Male,Hispanic Asian Female,Hispanic NHOPI Total,Hispanic NHOPI Male,Hispanic NHOPI Female,Hispanic Two or More Races Total,Hispanic Two or More Races Male,Hispanic Two or More Races Female,Non-Hispanic Total,Non-Hispanic Male,Non-Hispanic Female,Non-Hispanic White Total,Non-Hispanic White Male,Non-Hispanic White Female,Non-Hispanic Black Total,Non-Hispanic Black Male,Non-Hispanic Black Female,Non-Hispanic AIAN Total,Non-Hispanic AIAN Male,Non-Hispanic AIAN Female,Non-Hispanic Asian Total,Non-Hispanic Asian Male,Non-Hispanic Asian Female,Non-Hispanic NHOPI Total,Non-Hispanic NHOPI Male,Non-Hispanic NHOPI Female,Non-Hispanic Two or More Races Total,Non-Hispanic Two or More Races Male,Non-Hispanic Two or More Races Female
Chelan,53007,2012,75-79,"1,011",69,34,35,65,33,32,0,0,0,1,0,1,1,1,0,2,0,2,0,0,0,"2,020",977,"1,043","1,980",964,"1,017",1,0,1,6,1,4,10,3,6,0,0,0,23,9,15
Chelan,53007,2012,80-84,673,54,20,34,53,19,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"1,535",653,882,"1,517",647,871,1,0,1,5,4,1,1,0,1,1,1,0,9,1,8
Chelan,53007,2012,85+,710,50,24,26,46,23,23,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,"1,826",686,"1,140","1,811",681,"1,130",0,0,0,2,0,2,3,2,1,0,0,0,9,2,7
Chelan,53007,2012,Total,"36,509","19,648","10,313","9,335","18,291","9,600","8,691",167,88,79,682,357,325,90,47,43,58,32,26,360,188,172,"53,552","26,196","27,356","51,051","24,986","26,065",181,114,67,514,251,263,590,248,342,91,50,41,"1,125",548,577
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Clallam,53009,2012,0-4,"1,751",456,260,196,281,162,119,15,7,8,96,55,40,0,0,0,3,2,1,61,34,27,"2,889","1,491","1,399","2,258","1,185","1,072",16,10,6,287,143,144,34,13,21,4,3,1,292,137,155
Clallam,53009,2012,5-9,"1,758",441,219,222,299,160,139,9,3,6,82,37,45,2,1,1,2,1,1,46,17,29,"2,995","1,538","1,457","2,428","1,276","1,152",23,11,12,231,127,105,48,15,33,2,1,1,262,108,154
Clallam,53009,2012,10-14,"1,893",403,220,182,292,165,127,4,2,2,71,39,31,3,1,2,0,0,0,33,13,20,"3,294","1,673","1,621","2,637","1,325","1,313",26,15,12,269,151,118,45,21,24,5,4,1,311,158,153
Clallam,53009,2012,15-19,"1,974",365,197,168,270,142,129,7,3,4,49,31,17,4,1,3,3,2,1,32,18,14,"3,323","1,777","1,546","2,673","1,431","1,242",58,32,25,269,136,133,72,44,28,8,4,5,243,131,113
Clallam,53009,2012,20-24,"2,201",359,221,138,266,168,98,15,12,3,59,31,28,0,0,0,2,0,2,16,10,6,"3,554","1,980","1,574","2,888","1,584","1,305",102,84,18,301,161,141,59,33,25,10,7,3,194,112,82
Clallam,53009,2012,25-29,"1,981",321,192,129,237,142,95,11,5,5,53,34,19,1,0,1,0,0,0,18,10,8,"3,337","1,789","1,549","2,843","1,494","1,349",60,54,6,237,144,93,32,14,18,8,4,4,157,79,78
Clallam,53009,2012,30-34,"1,921",280,151,129,225,122,103,11,6,4,29,14,14,1,0,1,1,0,1,14,8,5,"3,357","1,770","1,587","2,823","1,477","1,346",66,60,5,268,128,140,54,20,34,6,2,4,140,82,58
Clallam,53009,2012,35-39,"1,693",242,131,111,181,95,86,6,3,3,31,18,12,2,2,0,0,0,0,22,12,9,"3,038","1,562","1,475","2,602","1,341","1,260",41,37,4,191,94,98,71,34,37,8,7,1,124,49,75
Clallam,53009,2012,40-44,"1,890",216,112,104,166,83,83,4,3,1,28,16,12,1,1,0,2,0,2,14,8,5,"3,490","1,778","1,712","3,024","1,540","1,484",41,31,9,222,119,104,89,36,53,6,1,4,108,51,57
Clallam,53009,2012,45-49,"1,956",176,91,85,145,77,68,2,1,1,17,7,10,2,0,2,1,1,0,9,5,4,"3,869","1,865","2,003","3,438","1,645","1,793",34,28,6,208,106,102,72,25,47,5,3,2,112,59,53
Clallam,53009,2012,50-54,"2,495",130,65,65,98,47,51,3,1,2,18,12,6,3,1,2,0,0,0,8,4,3,"5,014","2,430","2,584","4,552","2,219","2,333",32,24,8,238,112,126,85,29,56,6,4,2,101,42,59
Clallam,53009,2012,55-59,"2,797",136,64,72,120,56,64,4,4,0,5,1,4,1,1,0,1,1,0,5,1,4,"5,891","2,733","3,158","5,459","2,537","2,923",15,13,2,210,105,105,83,22,61,4,2,2,119,54,65
Clallam,53009,2012,60-64,"2,905",100,46,53,87,41,46,4,1,2,4,1,3,0,0,0,0,0,0,5,4,1,"6,074","2,858","3,216","5,710","2,700","3,011",20,18,2,154,66,88,88,28,60,9,3,5,93,44,49
Clallam,53009,2012,65-69,"2,685",75,37,38,67,33,34,0,0,0,3,0,3,0,0,0,0,0,0,5,4,1,"5,622","2,649","2,974","5,364","2,526","2,838",13,9,5,121,64,57,64,20,44,8,3,4,54,27,26
Clallam,53009,2012,70-74,"2,143",61,27,34,51,21,29,2,1,1,1,0,1,0,0,0,0,0,0,7,5,2,"4,222","2,116","2,105","3,998","2,005","1,993",9,8,1,89,45,44,59,23,36,3,2,1,64,34,30
Clallam,53009,2012,75-79,"1,524",31,14,17,27,11,16,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,"3,108","1,510","1,598","2,990","1,460","1,529",3,1,2,47,20,27,34,12,22,1,0,1,33,17,16
Clallam,53009,2012,80-84,"1,132",29,10,20,26,10,16,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,"2,448","1,123","1,326","2,375","1,092","1,283",4,2,2,24,11,14,24,8,16,0,0,0,21,10,11
Clallam,53009,2012,85+,"1,040",18,6,12,16,5,11,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,"2,638","1,034","1,604","2,591","1,018","1,573",2,1,1,15,3,12,15,5,11,0,0,0,14,7,7
Clallam,53009,2012,Total,"35,740","3,838","2,064","1,774","2,854","1,539","1,315",97,53,44,550,299,251,23,10,13,16,7,9,298,156,142,"68,162","33,676","34,486","60,652","29,855","30,797",566,438,128,"3,382","1,732","1,650","1,029",402,627,92,50,42,"2,441","1,199","1,242"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Clark,53011,2012,0-4,"14,321","4,081","2,084","1,997","3,364","1,746","1,618",103,51,52,130,70,60,56,31,25,23,11,12,405,176,230,"23,990","12,237","11,753","19,928","10,163","9,765",529,255,274,161,93,68,"1,009",517,492,226,118,108,"2,137","1,092","1,046"
Clark,53011,2012,5-9,"15,596","4,077","2,042","2,035","3,400","1,690","1,710",122,62,60,140,75,65,47,22,25,23,9,14,345,184,161,"26,380","13,554","12,826","21,963","11,275","10,688",652,335,317,185,111,74,"1,226",629,597,250,120,130,"2,104","1,085","1,019"
Clark,53011,2012,10-14,"16,833","3,761","1,967","1,793","3,128","1,626","1,501",104,63,41,126,70,55,63,42,21,21,8,13,319,158,162,"28,920","14,866","14,054","24,135","12,484","11,651",769,394,376,229,108,121,"1,332",647,684,278,137,141,"2,177","1,096","1,081"
Clark,53011,2012,15-19,"15,470","3,202","1,584","1,618","2,680","1,346","1,335",106,49,57,100,43,56,53,29,24,24,9,16,239,108,130,"26,903","13,886","13,017","22,855","11,735","11,120",736,403,333,268,150,118,"1,137",595,541,269,152,117,"1,639",851,788
Clark,53011,2012,20-24,"13,186","2,701","1,439","1,262","2,319","1,239","1,081",80,41,39,116,63,53,36,22,14,12,9,3,139,66,72,"23,549","11,747","11,802","20,571","10,197","10,374",615,343,273,194,107,87,910,487,423,230,108,122,"1,030",505,524
Clark,53011,2012,25-29,"12,964","2,789","1,436","1,353","2,372","1,217","1,154",68,40,28,135,80,55,39,16,23,13,6,7,162,77,86,"23,345","11,529","11,817","20,381","10,067","10,314",579,340,239,215,108,108,"1,069",481,588,234,114,120,867,419,448
Clark,53011,2012,30-34,"13,936","2,970","1,532","1,437","2,534","1,315","1,219",61,22,39,138,76,62,35,13,22,20,13,6,182,93,89,"25,524","12,404","13,120","22,336","10,931","11,406",558,294,264,223,105,118,"1,290",523,767,251,122,129,867,430,437
Clark,53011,2012,35-39,"14,027","2,732","1,381","1,351","2,409","1,222","1,188",48,22,27,116,63,54,43,25,18,7,5,2,108,45,63,"25,683","12,646","13,037","22,255","11,008","11,247",578,333,245,219,111,108,"1,681",739,943,217,100,117,733,356,378
Clark,53011,2012,40-44,"15,611","2,211","1,192","1,019","1,909","1,039",870,46,26,20,90,53,37,58,35,22,6,1,5,103,38,64,"28,796","14,419","14,377","25,311","12,726","12,585",679,405,274,249,106,142,"1,718",761,957,197,105,92,642,315,326
Clark,53011,2012,45-49,"14,931","1,504",754,750,"1,338",677,662,28,15,13,54,23,31,19,5,14,8,6,2,58,28,30,"28,736","14,177","14,560","25,790","12,816","12,975",618,333,286,220,100,120,"1,398",597,800,161,83,78,549,248,301
Clark,53011,2012,50-54,"15,416","1,254",648,606,"1,089",569,520,23,9,14,59,27,31,27,13,14,3,2,1,54,27,26,"29,881","14,768","15,114","27,075","13,433","13,642",576,332,244,229,108,122,"1,348",594,754,146,74,72,507,227,281
Clark,53011,2012,55-59,"14,113",925,475,450,811,426,386,28,17,10,41,15,27,12,7,4,2,1,1,31,9,22,"28,236","13,638","14,598","25,955","12,570","13,385",466,270,196,221,100,122,"1,080",455,625,101,57,44,414,188,226
Clark,53011,2012,60-64,"12,316",718,333,385,626,288,337,10,5,4,33,15,19,11,5,6,2,1,1,35,18,17,"24,973","11,983","12,990","23,138","11,146","11,992",371,209,162,170,86,85,910,359,551,86,44,42,297,140,157
Clark,53011,2012,65-69,"9,276",417,189,228,369,169,200,6,1,5,12,6,6,9,6,3,2,0,2,18,7,12,"18,863","9,087","9,776","17,599","8,501","9,098",211,111,100,114,60,54,685,311,374,48,19,29,207,85,122
Clark,53011,2012,70-74,"6,158",255,106,149,219,89,131,4,1,2,9,5,5,6,2,3,2,1,1,15,8,7,"12,391","6,052","6,339","11,567","5,622","5,945",122,76,46,61,31,30,468,232,236,27,16,12,146,75,71
Clark,53011,2012,75-79,"3,862",136,53,83,124,45,78,2,2,0,3,1,2,2,2,0,2,1,1,2,1,1,"8,308","3,809","4,499","7,814","3,613","4,201",86,36,50,28,15,13,286,101,185,18,6,12,76,38,39
Clark,53011,2012,80-84,"2,673",95,43,51,90,41,49,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,"6,223","2,630","3,593","5,936","2,505","3,430",48,24,24,12,8,4,166,68,98,11,1,10,49,23,26
Clark,53011,2012,85+,"2,301",74,22,52,68,18,50,1,0,1,3,3,0,1,0,1,0,0,0,0,0,0,"6,646","2,279","4,367","6,431","2,210","4,221",46,9,37,9,3,6,119,39,80,6,5,1,35,14,22
Clark,53011,2012,Total,"212,991","33,901","17,281","16,620","28,850","14,761","14,089",841,427,414,"1,308",690,618,516,277,239,170,83,87,"2,216","1,043","1,173","397,349","195,711","201,638","351,040","173,000","178,040","8,240","4,501","3,739","3,009","1,511","1,498","17,830","8,135","9,695","2,755","1,379","1,376","14,475","7,184","7,291"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia,53013,2012,0-4,100,35,17,18,30,13,16,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,171,83,88,156,77,80,0,0,0,3,2,1,4,0,4,1,0,1,6,4,2
Columbia,53013,2012,5-9,104,22,13,10,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,179,91,87,160,85,75,0,0,0,4,1,3,0,0,0,0,0,0,14,6,9
Columbia,53013,2012,10-14,118,24,10,14,18,8,10,0,0,0,2,1,1,0,0,0,0,0,0,4,2,3,218,107,111,206,101,105,2,1,1,2,2,0,0,0,0,1,1,0,6,1,5
Columbia,53013,2012,15-19,115,28,18,10,23,16,7,0,0,0,3,1,2,0,0,0,0,0,0,1,1,0,204,97,107,192,88,104,4,4,0,4,2,2,1,1,0,0,0,0,3,2,1
Columbia,53013,2012,20-24,82,22,13,9,20,10,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,137,69,68,125,64,62,0,0,0,2,1,1,3,0,3,4,2,2,2,2,0
Columbia,53013,2012,25-29,79,19,9,10,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,140,70,70,131,66,65,0,0,0,2,0,2,2,2,0,1,1,0,4,1,3
Columbia,53013,2012,30-34,92,11,6,4,8,5,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,159,86,73,152,80,72,0,0,0,6,5,1,1,1,0,0,0,0,0,0,0
Columbia,53013,2012,35-39,88,13,7,6,10,5,5,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,171,81,90,159,74,85,0,0,0,6,2,4,1,0,1,0,0,0,4,4,0
Columbia,53013,2012,40-44,124,14,9,5,11,7,4,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,216,115,100,201,112,89,0,0,0,3,1,2,2,0,2,3,0,3,7,2,5
Columbia,53013,2012,45-49,141,14,6,8,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,277,135,142,261,124,138,5,4,1,1,1,0,2,1,1,4,1,2,4,4,0
Columbia,53013,2012,50-54,164,18,7,11,16,7,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,307,157,151,294,151,143,1,1,0,7,3,3,1,0,1,1,1,0,3,0,3
Columbia,53013,2012,55-59,169,11,5,6,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,165,162,315,157,158,1,1,0,2,0,2,2,2,0,1,1,0,6,3,3
Columbia,53013,2012,60-64,185,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,185,177,348,179,168,0,0,0,5,0,5,4,2,1,0,0,0,6,4,2
Columbia,53013,2012,65-69,154,7,1,6,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,319,153,166,313,148,165,0,0,0,2,2,0,0,0,0,0,0,0,4,3,1
Columbia,53013,2012,70-74,138,5,2,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,135,121,254,135,118,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Columbia,53013,2012,75-79,83,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,81,78,154,78,76,0,0,0,1,0,1,2,1,1,2,2,0,0,0,0
Columbia,53013,2012,80-84,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,51,59,110,51,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,53013,2012,85+,56,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,56,81,137,56,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,53013,2012,Total,"2,043",251,126,125,214,108,106,1,1,0,16,7,9,0,0,0,0,0,0,20,10,10,"3,849","1,917","1,932","3,668","1,826","1,842",13,11,2,53,23,30,26,11,15,18,9,9,71,37,34
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cowlitz,53015,2012,0-4,"3,178","1,175",590,584,986,490,496,25,14,11,65,38,27,5,2,3,8,3,5,85,43,42,"5,109","2,588","2,521","4,527","2,274","2,253",45,25,19,79,42,37,68,38,30,16,6,10,374,202,172
Cowlitz,53015,2012,5-9,"3,336","1,119",550,569,946,468,477,12,6,6,66,31,34,11,3,8,5,2,3,79,39,40,"5,631","2,787","2,844","5,035","2,482","2,554",56,30,26,100,57,43,86,37,49,18,11,7,336,171,165
Cowlitz,53015,2012,10-14,"3,549",968,497,471,818,419,399,12,4,8,59,37,22,5,2,3,9,4,5,63,30,33,"5,964","3,052","2,912","5,295","2,733","2,562",58,33,25,95,42,53,108,42,66,21,10,11,388,194,194
Cowlitz,53015,2012,15-19,"3,402",762,393,370,633,332,301,15,7,8,54,25,29,5,5,0,4,1,4,52,24,28,"5,876","3,009","2,867","5,318","2,721","2,597",56,32,24,108,59,49,86,41,46,15,7,8,292,149,143
Cowlitz,53015,2012,20-24,"3,175",830,476,354,736,423,313,18,9,8,29,15,14,6,5,1,9,5,3,32,18,14,"5,554","2,699","2,855","5,026","2,442","2,584",53,31,23,101,48,53,96,53,43,23,11,11,255,114,141
Cowlitz,53015,2012,25-29,"2,868",685,371,314,592,319,273,15,11,4,29,19,11,6,3,3,10,6,4,33,14,19,"5,111","2,497","2,614","4,663","2,276","2,387",36,19,18,92,43,50,108,49,59,18,8,9,195,103,92
Cowlitz,53015,2012,30-34,"2,997",650,372,279,561,316,245,10,7,3,46,28,18,5,1,3,1,1,0,27,18,9,"5,339","2,625","2,714","4,937","2,438","2,499",45,29,15,72,34,39,104,39,65,18,7,10,164,78,86
Cowlitz,53015,2012,35-39,"2,871",518,273,245,454,236,219,11,8,4,30,19,12,3,0,3,3,1,2,16,11,6,"5,278","2,597","2,680","4,862","2,400","2,462",49,35,14,90,38,52,105,41,64,17,9,8,156,74,81
Cowlitz,53015,2012,40-44,"3,284",515,294,221,429,250,179,8,2,6,44,22,21,9,5,3,0,0,0,25,15,11,"6,054","2,990","3,065","5,624","2,776","2,848",34,22,12,118,58,60,106,42,64,19,12,7,154,80,74
Cowlitz,53015,2012,45-49,"3,428",319,193,126,277,161,116,4,3,1,25,23,2,4,2,2,4,2,2,5,2,3,"6,494","3,235","3,259","6,080","3,048","3,032",37,24,12,112,60,52,107,36,70,10,6,4,149,61,88
Cowlitz,53015,2012,50-54,"3,875",263,142,121,229,124,106,4,2,2,25,14,10,2,1,1,0,0,0,3,1,2,"7,443","3,733","3,710","7,007","3,532","3,475",42,21,21,113,55,59,118,51,67,12,9,3,151,66,85
Cowlitz,53015,2012,55-59,"3,740",178,92,86,155,84,71,3,2,1,12,4,7,2,0,2,2,0,2,5,2,2,"7,311","3,648","3,664","6,895","3,441","3,454",31,23,7,100,49,51,130,58,72,8,3,5,147,74,73
Cowlitz,53015,2012,60-64,"3,408",164,74,90,145,63,82,1,1,0,12,7,5,1,1,0,2,1,1,4,1,2,"6,852","3,334","3,518","6,511","3,171","3,340",21,16,5,83,37,46,115,45,71,9,6,2,113,59,54
Cowlitz,53015,2012,65-69,"2,767",92,51,41,82,46,35,0,0,0,5,2,2,2,1,1,2,1,1,1,0,1,"5,551","2,716","2,835","5,303","2,599","2,704",17,11,6,58,31,27,86,33,53,9,7,2,79,35,44
Cowlitz,53015,2012,70-74,"1,950",54,26,28,49,24,26,0,0,0,2,2,0,0,0,0,0,0,0,3,0,3,"3,929","1,924","2,005","3,799","1,864","1,935",4,1,3,26,12,13,44,19,25,3,1,2,52,26,26
Cowlitz,53015,2012,75-79,"1,294",30,12,18,30,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,782","1,282","1,500","2,711","1,256","1,455",1,0,1,11,5,5,29,6,22,1,0,1,30,14,16
Cowlitz,53015,2012,80-84,925,22,5,17,22,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,137",920,"1,217","2,078",896,"1,182",10,3,6,17,6,10,14,5,8,2,1,1,17,8,9
Cowlitz,53015,2012,85+,827,22,13,9,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,269",814,"1,455","2,232",801,"1,430",1,0,1,8,2,5,10,5,5,3,2,1,15,4,11
Cowlitz,53015,2012,Total,"50,876","8,366","4,424","3,942","7,165","3,784","3,381",139,76,63,503,287,216,65,31,34,60,28,32,434,219,215,"94,684","46,451","48,233","87,903","43,151","44,752",594,356,238,"1,381",677,704,"1,519",639,880,221,117,104,"3,066","1,512","1,554"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Douglas,53017,2012,0-4,"1,382","1,413",708,705,"1,315",653,662,10,9,2,38,17,21,9,5,4,3,2,1,38,22,16,"1,299",674,624,"1,191",624,567,6,2,4,20,10,9,11,7,4,3,1,2,67,30,38
Douglas,53017,2012,5-9,"1,404","1,350",675,675,"1,253",634,618,6,3,3,56,28,28,7,2,5,2,1,1,27,7,20,"1,464",728,736,"1,318",652,667,4,2,2,20,12,9,16,8,8,9,3,6,97,52,45
Douglas,53017,2012,10-14,"1,536","1,279",645,633,"1,188",600,589,9,5,4,40,20,20,8,5,3,5,3,2,29,13,16,"1,692",890,802,"1,560",817,743,5,2,3,25,12,13,22,9,13,6,3,3,75,48,27
Douglas,53017,2012,15-19,"1,423","1,180",610,570,"1,094",566,528,16,7,9,32,16,16,10,8,3,2,1,1,26,13,13,"1,619",813,807,"1,503",754,749,14,5,9,26,9,17,14,8,6,5,5,1,58,33,25
Douglas,53017,2012,20-24,"1,262","1,077",615,462,999,565,433,15,8,7,35,26,8,9,7,2,0,0,0,20,8,12,"1,320",648,673,"1,255",616,638,6,4,2,12,5,6,15,6,10,7,5,2,25,11,14
Douglas,53017,2012,25-29,"1,222",968,523,445,904,489,415,6,4,2,36,17,19,6,4,2,0,0,0,17,9,8,"1,388",699,689,"1,309",661,649,8,5,3,14,6,8,13,5,9,1,0,1,43,23,20
Douglas,53017,2012,30-34,"1,196",919,455,464,852,423,429,8,2,6,32,14,18,8,5,3,2,1,1,18,10,8,"1,481",741,739,"1,399",707,693,7,3,4,9,3,6,20,4,15,3,1,2,43,23,19
Douglas,53017,2012,35-39,"1,127",849,422,427,805,395,410,11,8,3,20,10,10,4,3,1,3,1,2,6,4,2,"1,445",705,739,"1,334",648,686,10,7,3,32,14,18,25,12,13,5,3,2,39,21,18
Douglas,53017,2012,40-44,"1,213",744,416,329,696,385,311,5,3,2,27,16,11,5,3,2,5,3,1,7,4,2,"1,651",798,853,"1,557",752,805,8,7,1,26,14,12,23,9,14,3,2,1,33,12,21
Douglas,53017,2012,45-49,"1,223",590,314,275,547,295,252,5,2,3,25,10,16,2,2,1,1,1,0,9,5,4,"1,856",909,947,"1,788",880,907,2,2,0,23,9,14,20,4,16,3,2,1,20,12,8
Douglas,53017,2012,50-54,"1,323",435,255,180,405,238,166,9,4,5,8,6,3,4,2,2,1,1,0,7,4,3,"2,220","1,068","1,152","2,147","1,036","1,110",9,8,1,21,8,13,19,6,13,2,2,0,23,8,15
Douglas,53017,2012,55-59,"1,303",240,134,105,224,125,100,4,3,1,5,4,1,1,0,1,1,1,0,3,1,2,"2,386","1,169","1,217","2,312","1,137","1,174",3,1,2,17,10,7,25,6,18,4,1,3,26,14,12
Douglas,53017,2012,60-64,"1,142",176,91,86,173,90,83,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,"2,127","1,051","1,076","2,064","1,020","1,044",1,0,1,19,13,6,18,4,13,2,1,1,23,13,10
Douglas,53017,2012,65-69,928,146,79,68,141,76,64,2,1,1,1,0,1,0,0,0,0,0,0,2,1,1,"1,715",850,865,"1,669",832,836,3,1,2,12,5,6,13,1,12,2,1,1,15,9,7
Douglas,53017,2012,70-74,678,73,36,37,73,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,283",642,641,"1,247",620,627,0,0,0,12,7,4,14,7,7,0,0,0,11,7,3
Douglas,53017,2012,75-79,490,39,19,20,38,19,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"1,009",470,538,986,461,526,2,2,0,4,2,2,4,1,3,0,0,0,11,4,7
Douglas,53017,2012,80-84,326,23,8,15,20,7,13,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,719,318,400,705,312,393,0,0,0,5,3,2,2,0,2,0,0,0,6,3,3
Douglas,53017,2012,85+,257,15,4,11,15,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,252,458,707,251,456,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2
Douglas,53017,2012,Total,"19,436","11,517","6,011","5,506","10,741","5,603","5,138",106,59,47,361,184,177,74,46,28,25,16,9,210,103,107,"27,383","13,425","13,958","26,051","12,781","13,270",88,51,37,297,145,152,274,97,177,56,29,27,617,322,295
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Ferry,53019,2012,0-4,182,20,10,11,14,9,5,1,0,1,5,1,4,0,0,0,0,0,0,0,0,0,342,172,170,196,99,97,1,0,1,116,57,59,8,4,4,0,0,0,21,12,8
Ferry,53019,2012,5-9,224,26,18,8,15,9,7,1,1,0,8,7,1,0,0,0,0,0,0,1,1,0,367,206,161,219,129,90,0,0,0,101,53,48,4,0,4,0,0,0,44,25,19
Ferry,53019,2012,10-14,211,32,19,13,23,13,9,3,3,0,6,2,4,1,1,0,0,0,0,0,0,0,384,193,191,264,127,137,2,2,0,76,44,33,2,0,2,0,0,0,39,20,19
Ferry,53019,2012,15-19,299,31,21,10,18,15,3,2,0,2,7,3,4,0,0,0,0,0,0,4,3,1,495,278,217,361,213,148,5,4,1,74,33,40,6,2,4,0,0,0,49,26,23
Ferry,53019,2012,20-24,256,19,12,7,8,6,2,0,0,0,5,1,3,0,0,0,0,0,0,6,4,2,418,244,173,285,174,111,6,2,3,102,57,45,3,1,1,4,2,2,19,8,12
Ferry,53019,2012,25-29,153,8,6,2,4,3,1,0,0,0,4,3,1,0,0,0,0,0,0,1,1,0,292,147,145,210,104,106,1,1,0,66,35,32,2,1,1,0,0,0,12,6,6
Ferry,53019,2012,30-34,173,21,11,10,15,7,8,1,1,0,5,3,2,0,0,0,0,0,0,0,0,0,310,162,148,214,109,106,0,0,0,73,41,32,5,4,1,0,0,0,17,8,9
Ferry,53019,2012,35-39,177,10,1,9,8,0,8,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,319,176,143,252,139,113,0,0,0,60,31,28,5,4,1,0,0,0,3,2,1
Ferry,53019,2012,40-44,196,20,15,5,15,12,3,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,384,181,203,287,144,144,2,1,1,66,25,41,11,2,9,1,1,0,16,8,8
Ferry,53019,2012,45-49,236,13,10,3,9,7,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,479,227,252,373,175,198,1,1,0,74,38,37,6,1,5,1,0,1,24,12,12
Ferry,53019,2012,50-54,278,10,3,7,8,3,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,573,275,297,449,208,241,0,0,0,91,48,43,3,1,2,0,0,0,29,18,10
Ferry,53019,2012,55-59,364,15,6,9,13,4,8,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,723,359,364,610,301,309,1,1,0,77,44,33,0,0,0,1,1,0,34,12,22
Ferry,53019,2012,60-64,414,23,13,10,16,9,7,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,732,401,331,646,354,292,0,0,0,57,30,26,0,0,0,1,0,1,27,16,11
